Num,FIFO_Queue_Num,FIFO_Num,Time[us],Pressure_Raw,Temp_Raw,X+[s],Pressure[hPa],Temp[C],Alt_Sea[m],Alt[m],ohsima_sea_press,max_alt[m]
96,3,0,779176137,3998738,1982,-1.674069,976.2543945,19.82,418.8519582,0,1024.9,896.5200373
97,3,1,779190175,3998717,1982,-1.660031,976.2492676,19.82,418.8974033,0.045445065,,
98,3,2,779204215,3998747,1982,-1.645991,976.2565918,19.82,418.8324819,-0.01947637,,
99,3,3,779218253,3998715,1982,-1.631953,976.2487793,19.82,418.9017314,0.049773182,,
100,3,4,779232292,3998638,1982,-1.617914,976.2299805,19.82,419.0683659,0.216407618,,
101,3,5,779246332,3998703,1982,-1.603874,976.2458496,19.82,418.9277002,0.075741934,,
102,3,6,779260370,3998735,1982,-1.589836,976.2536621,19.82,418.8584504,0.006492135,,
103,3,7,779274409,3998567,1983,-1.575797,976.2126465,19.83,419.2363286,0.384370321,,
104,3,8,779288449,3998589,1982,-1.561757,976.2180176,19.82,419.1744079,0.322449702,,
105,3,9,779302487,3998813,1982,-1.547719,976.2727051,19.82,418.6896567,-0.162301486,,
106,3,10,779316527,3998617,1982,-1.533679,976.2248535,19.82,419.1138123,0.261854036,,
107,3,11,779330580,3998691,1982,-1.519626,976.2429199,19.82,418.953669,0.101710778,,
108,3,12,779344632,3998572,1982,-1.505574,976.2138672,19.82,419.2111984,0.359240174,,
109,3,13,779358684,3998805,1983,-1.491522,976.270752,19.83,418.7212605,-0.130697697,,
110,3,14,779372738,3998630,1982,-1.477468,976.2280273,19.82,419.0856787,0.233720506,,
111,3,15,779386791,3998672,1982,-1.463415,976.2382813,19.82,418.9947865,0.142828305,,
112,3,16,779400843,3998699,1982,-1.449363,976.244873,19.82,418.9363564,0.084398205,,
113,3,17,779414897,3998682,1982,-1.435309,976.2407227,19.82,418.9731457,0.121187472,,
114,3,18,779428950,3998607,1982,-1.421256,976.2224121,19.82,419.1354535,0.283495287,,
115,3,19,779443002,3998636,1982,-1.407204,976.2294922,19.82,419.0726941,0.220735836,,
116,3,20,779457055,3998622,1982,-1.393151,976.2260742,19.82,419.1029917,0.251033435,,
117,3,21,779471108,3998617,1982,-1.379098,976.2248535,19.82,419.1138123,0.261854036,,
118,3,22,779485160,3998668,1983,-1.365046,976.2373047,19.83,419.0177448,0.165786579,,
119,3,23,779499213,3998727,1983,-1.350993,976.251709,19.83,418.8900603,0.038102088,,
120,3,24,779513266,3998704,1982,-1.33694,976.2460938,19.82,418.9255361,0.073577867,,
121,3,25,779527319,3998780,1982,-1.322887,976.2646484,19.82,418.761069,-0.090889279,,
122,3,26,779541372,3998618,1982,-1.308834,976.2250977,19.82,419.1116481,0.259689914,,
123,3,27,779555425,3998759,1982,-1.294781,976.2595215,19.82,418.8065135,-0.045444781,,
124,3,28,779569478,3998779,1982,-1.280728,976.2644043,19.82,418.763233,-0.088725261,,
125,3,29,779583531,3998771,1982,-1.266675,976.2624512,19.82,418.7805451,-0.0714131,,
126,3,30,779597583,3998625,1982,-1.252623,976.2268066,19.82,419.0964993,0.244541081,,
64,2,0,779603045,3998644,1982,-1.247161,976.2314453,19.82,419.0553812,0.203422979,,
127,3,31,779611636,3998671,1982,-1.23857,976.2380371,19.82,418.9969506,0.144992392,,
65,2,1,779617084,3998631,1982,-1.233122,976.2282715,19.82,419.0835146,0.231556392,,
66,2,2,779631123,3998561,1982,-1.219083,976.2111816,19.82,419.2350041,0.383045873,,
67,2,3,779645163,3998512,1982,-1.205043,976.1992188,19.82,419.3410486,0.489090388,,
68,2,4,779659201,3998613,1982,-1.191005,976.223877,19.82,419.1224688,0.270510529,,
69,2,5,779673240,3998549,1982,-1.176966,976.208252,19.82,419.260974,0.409015816,,
70,2,6,779687279,3998700,1982,-1.162927,976.2451172,19.82,418.9341924,0.082234136,,
71,2,7,779701318,3998585,1982,-1.148888,976.217041,19.82,419.1830645,0.331106267,,
72,2,8,779715357,3998573,1982,-1.134849,976.2141113,19.82,419.2090343,0.357076024,,
73,2,9,779729396,3998619,1982,-1.12081,976.2253418,19.82,419.109484,0.257525794,,
74,2,10,779743435,3998672,1982,-1.106771,976.2382813,19.82,418.9947865,0.142828305,,
75,2,11,779757489,3998720,1982,-1.092717,976.25,19.82,418.8909111,0.038952896,,
76,2,12,779771541,3998819,1982,-1.078665,976.2741699,19.82,418.6766728,-0.175285449,,
77,2,13,779785594,3998735,1982,-1.064612,976.2536621,19.82,418.8584504,0.006492135,,
78,2,14,779799648,3998776,1982,-1.050558,976.2636719,19.82,418.769725,-0.082233206,,
79,2,15,779813701,3998687,1982,-1.036505,976.2419434,19.82,418.9623253,0.11036708,,
80,2,16,779827753,3998664,1982,-1.022453,976.2363281,19.82,419.0120992,0.160141018,,
81,2,17,779841807,3998791,1982,-1.008399,976.267334,19.82,418.7372648,-0.114693426,,
82,2,18,779855859,3998772,1982,-0.994347,976.2626953,19.82,418.7783811,-0.073577123,,
83,2,19,779869911,3998730,1982,-0.980295,976.2524414,19.82,418.8692706,0.017312372,,
84,2,20,779883965,3998658,1982,-0.966241,976.2348633,19.82,419.0250838,0.173125579,,
85,2,21,779898018,3998680,1982,-0.952188,976.2402344,19.82,418.9774739,0.125515634,,
86,2,22,779912071,3998792,1982,-0.938135,976.2675781,19.82,418.7351008,-0.116857435,,
87,2,23,779926125,3998836,1982,-0.924081,976.2783203,19.82,418.639885,-0.212073216,,
88,2,24,779940178,3998649,1982,-0.910028,976.232666,19.82,419.0445607,0.192602465,,
89,2,25,779954230,3998687,1982,-0.895976,976.2419434,19.82,418.9623253,0.11036708,,
90,2,26,779968285,3998685,1982,-0.881921,976.2414551,19.82,418.9666535,0.114695235,,
91,2,27,779982337,3998670,1982,-0.867869,976.237793,19.82,418.9991147,0.147156479,,
92,2,28,779996390,3998705,1982,-0.853816,976.2463379,19.82,418.923372,0.071413802,,
93,2,29,780010443,3998751,1982,-0.839763,976.2575684,19.82,418.8238257,-0.028132517,,
94,2,30,780024495,3998825,1982,-0.825711,976.2756348,19.82,418.6636888,-0.188269388,,
32,1,0,780029954,3998705,1982,-0.820252,976.2463379,19.82,418.923372,0.071413802,,
95,2,31,780038549,3998694,1982,-0.811657,976.2436523,19.82,418.9471768,0.095218558,,
33,1,1,780043992,3998738,1982,-0.806214,976.2543945,19.82,418.8519582,0,,
34,1,2,780058031,3998845,1982,-0.792175,976.2805176,19.82,418.6204092,-0.231549018,,
35,1,3,780072070,3998737,1982,-0.778136,976.2541504,19.82,418.8541223,0.002164044,,
36,1,4,780086109,3998668,1983,-0.764097,976.2373047,19.83,419.0177448,0.165786579,,
37,1,5,780100148,3998711,1983,-0.750058,976.2478027,19.83,418.9246864,0.072728169,,
38,1,6,780114188,3998781,1982,-0.736018,976.2648926,19.82,418.7589049,-0.093053295,,
39,1,7,780128226,3998773,1982,-0.72198,976.2629395,19.82,418.7762171,-0.075741144,,
40,1,8,780142265,3998727,1982,-0.707941,976.251709,19.82,418.8757628,0.023804523,,
41,1,9,780156303,3998759,1982,-0.693903,976.2595215,19.82,418.8065135,-0.045444781,,
42,1,10,780170343,3998799,1982,-0.679863,976.2692871,19.82,418.7199527,-0.132005484,,
43,1,11,780184396,3998721,1982,-0.66581,976.2502441,19.82,418.8887471,0.036788841,,
44,1,12,780198449,3998802,1982,-0.651757,976.2700195,19.82,418.7134607,-0.138497495,,
45,1,13,780212502,3998813,1982,-0.637704,976.2727051,19.82,418.6896567,-0.162301486,,
46,1,14,780226556,3998832,1982,-0.62365,976.2773438,19.82,418.6485409,-0.203417288,,
47,1,15,780240609,3998746,1982,-0.609597,976.2563477,19.82,418.8346459,-0.017312331,,
48,1,16,780254661,3998827,1982,-0.595545,976.276123,19.82,418.6593609,-0.192597362,,
49,1,17,780268715,3998631,1982,-0.581491,976.2282715,19.82,419.0835146,0.231556392,,
50,1,18,780282768,3998794,1982,-0.567438,976.2680664,19.82,418.7307728,-0.121185452,,
51,1,19,780296821,3998752,1982,-0.553385,976.2578125,19.82,418.8216617,-0.030296552,,
52,1,20,780310875,3998718,1982,-0.539331,976.2495117,19.82,418.8952392,0.043281008,,
53,1,21,780324927,3998770,1982,-0.525279,976.262207,19.82,418.7827092,-0.069249077,,
54,1,22,780338979,3998661,1982,-0.511227,976.2355957,19.82,419.0185915,0.166633295,,
55,1,23,780353033,3998725,1982,-0.497173,976.2512207,19.82,418.8800909,0.028132626,,
56,1,24,780367086,3998724,1982,-0.48312,976.2509766,19.82,418.8822549,0.030296679,,
57,1,25,780381138,3998677,1982,-0.469068,976.239502,19.82,418.9839661,0.132007881,,
58,1,26,780395191,3998738,1982,-0.455015,976.2543945,19.82,418.8519582,0,,
59,1,27,780409245,3998774,1982,-0.440961,976.2631836,19.82,418.7740531,-0.077905166,,
60,1,28,780423298,3998710,1982,-0.426908,976.2475586,19.82,418.9125517,0.060593484,,
61,1,29,780437352,3998891,1982,-0.412854,976.291748,19.82,418.520867,-0.331091189,,
62,1,30,780451405,3998828,1982,-0.398801,976.2763672,19.82,418.6571969,-0.194761349,,
0,0,0,780456862,3998809,1982,-0.393344,976.2717285,19.82,418.6983127,-0.153645499,,
63,1,31,780465457,3998760,1982,-0.384749,976.2597656,19.82,418.8043494,-0.047608812,,
1,0,1,780470901,3998759,1982,-0.379305,976.2595215,19.82,418.8065135,-0.045444781,,
2,0,2,780484940,3998807,1982,-0.365266,976.2712402,19.82,418.7026407,-0.149317501,,
3,0,3,780498979,3998840,1982,-0.351227,976.2792969,19.82,418.6312291,-0.220729134,,
4,0,4,780513019,3998732,1982,-0.337187,976.2529297,19.82,418.8649425,0.012984275,,
5,0,5,780527058,3998893,1982,-0.323148,976.2922363,19.82,418.5165392,-0.335419078,,
6,0,6,780541097,3998744,1982,-0.309109,976.2558594,19.82,418.838974,-0.012984252,,
7,0,7,780555135,3998802,1982,-0.295071,976.2700195,19.82,418.7134607,-0.138497495,,
8,0,8,780569175,3998811,1982,-0.281031,976.2722168,19.82,418.6939847,-0.157973494,,
9,0,9,780583214,3998819,1982,-0.266992,976.2741699,19.82,418.6766728,-0.175285449,,
10,0,10,780597252,3998823,1982,-0.252954,976.2751465,19.82,418.6680168,-0.183941411,,
11,0,11,780611306,3998679,1982,-0.2389,976.2399902,19.82,418.9796379,0.127679715,,
12,0,12,780625358,3998742,1982,-0.224848,976.2553711,19.82,418.8433021,-0.008656171,,
13,0,13,780639411,3998725,1982,-0.210795,976.2512207,19.82,418.8800909,0.028132626,,
14,0,14,780653464,3998711,1982,-0.196742,976.2478027,19.82,418.9103877,0.058429422,,
15,0,15,780667516,3998811,1982,-0.18269,976.2722168,19.82,418.6939847,-0.157973494,,
16,0,16,780681570,3998783,1982,-0.168636,976.2653809,19.82,418.7545769,-0.097381327,,
17,0,17,780695624,3998782,1983,-0.154582,976.2651367,19.83,418.7710344,-0.080923809,,
18,0,18,780709676,3998735,1982,-0.14053,976.2536621,19.82,418.8584504,0.006492135,,
19,0,19,780723729,3998812,1982,-0.126477,976.2724609,19.82,418.6918207,-0.16013749,,
20,0,20,780737783,3998668,1982,-0.112423,976.2373047,19.82,419.0034429,0.151484656,,
21,0,21,780751836,3998728,1983,-0.09837,976.2519531,19.83,418.8878962,0.035937963,,
22,0,22,780765888,3998808,1982,-0.084318,976.2714844,19.82,418.7004767,-0.1514815,,
23,0,23,780779942,3998723,1982,-0.070264,976.2507324,19.82,418.884419,0.032460732,,
24,0,24,780793995,3998791,1982,-0.056211,976.267334,19.82,418.7372648,-0.114693426,,
25,0,25,780808047,3998771,1982,-0.042159,976.2624512,19.82,418.7805451,-0.0714131,,
26,0,26,780822101,3998811,1983,-0.028105,976.2722168,19.83,418.7082761,-0.143682133,,
27,0,27,780836154,3998767,1982,-0.014052,976.2614746,19.82,418.7892012,-0.062757004,,
28,0,28,780850206,3998808,1982,0,976.2714844,19.82,418.7004767,-0.1514815,,
29,0,29,780864260,3998813,1982,0.014054,976.2727051,19.82,418.6896567,-0.162301486,,
30,0,30,780878312,3998787,1983,0.028106,976.2663574,19.83,418.760214,-0.091744248,,
128,4,0,780883771,3999051,1982,0.033565,976.3308105,19.82,418.174644,-0.677314213,,
31,0,31,780892365,3998770,1983,0.042159,976.262207,19.83,418.7970035,-0.054954688,,
129,4,1,780897809,3999475,1982,0.047603,976.4343262,19.82,417.2572327,-1.594725496,,
130,4,2,780911850,3999016,1982,0.061644,976.3222656,19.82,418.2503789,-0.601579335,,
131,4,3,780925889,3998556,1982,0.075683,976.2099609,19.82,419.2458249,0.393866671,,
132,4,4,780939927,3999097,1982,0.089721,976.342041,19.82,418.075108,-0.776850281,,
133,4,5,780953967,3998887,1982,0.103761,976.2907715,19.82,418.5295228,-0.322435402,,
134,4,6,780968006,3999084,1982,0.1178,976.3388672,19.82,418.1032376,-0.748720661,,
135,4,7,780982045,3997728,1982,0.131839,976.0078125,19.82,421.0379712,2.186013009,,
136,4,8,780996085,3999165,1982,0.145879,976.3586426,19.82,417.9279702,-0.923988059,,
137,4,9,781010123,3998838,1982,0.159917,976.2788086,19.82,418.6355571,-0.216401177,,
138,4,10,781024162,3998701,1982,0.173956,976.2453613,19.82,418.9320283,0.080070068,,
139,4,11,781038215,3998612,1982,0.188009,976.2236328,19.82,419.1246329,0.272674654,,
140,4,12,781052268,3998531,1982,0.202062,976.2038574,19.82,419.2999291,0.447970903,,
141,4,13,781066321,3998330,1982,0.216115,976.1547852,19.82,419.7349418,0.882983556,,
142,4,14,781080374,3998430,1982,0.230168,976.1791992,19.82,419.5185143,0.666556097,,
143,4,15,781094426,3998422,1982,0.24422,976.1772461,19.82,419.5358283,0.683870057,,
144,4,16,781108479,3998388,1982,0.258273,976.1689453,19.82,419.6094131,0.757454845,,
145,4,17,781122532,3998135,1983,0.272326,976.1071777,19.83,420.1713352,1.319376931,,
146,4,18,781136585,3998156,1982,0.286379,976.1123047,19.82,420.1115409,1.259582694,,
147,4,19,781150637,3998202,1982,0.300431,976.1235352,19.82,420.0119783,1.160020106,,
148,4,20,781164691,3998141,1982,0.314485,976.1086426,19.82,420.1440073,1.29204905,,
149,4,21,781178743,3998154,1982,0.328537,976.1118164,19.82,420.1158698,1.263911533,,
150,4,22,781192796,3997757,1982,0.34259,976.0148926,19.82,420.9751954,2.123237133,,
151,4,23,781206850,3997711,1982,0.356644,976.0036621,19.82,421.0747711,2.222812912,,
152,4,24,781220903,3997873,1982,0.370697,976.0432129,19.82,420.7240973,1.87213905,,
153,4,25,781234956,3997761,1982,0.38475,976.0158691,19.82,420.9665367,2.114578434,,
154,4,26,781249009,3997432,1982,0.398803,975.9355469,19.82,421.6787491,2.826790881,,
155,4,27,781263062,3997475,1983,0.412856,975.9460449,19.83,421.6000497,2.748091463,,
156,4,28,781277115,3997206,1982,0.426909,975.8803711,19.82,422.1680297,3.316071467,,
157,4,29,781291168,3997114,1982,0.440962,975.8579102,19.82,422.3672153,3.515257064,,
158,4,30,781305222,3996927,1982,0.455016,975.8122559,19.82,422.7720985,3.92014026,,
160,5,0,781310679,3996481,1983,0.460473,975.7033691,19.83,423.7523103,4.900352051,,
159,4,31,781319274,3997066,1982,0.469068,975.8461914,19.82,422.4711404,3.619182151,,
161,5,1,781324717,3996145,1982,0.474511,975.6213379,19.82,424.4654907,5.613532486,,
162,5,2,781338757,3996138,1982,0.488551,975.6196289,19.82,424.4806507,5.628692509,,
163,5,3,781352795,3996041,1982,0.502589,975.5959473,19.82,424.6907286,5.838770374,,
164,5,4,781366834,3995355,1982,0.516628,975.4284668,19.82,426.1766072,7.32464895,,
165,5,5,781380874,3995761,1982,0.530668,975.5275879,19.82,425.297173,6.445214752,,
166,5,6,781394913,3995556,1982,0.544707,975.4775391,19.82,425.741209,6.889250746,,
167,5,7,781408951,3995432,1982,0.558745,975.4472656,19.82,426.0098098,7.157851532,,
168,5,8,781422990,3995392,1982,0.572784,975.4375,19.82,426.0964573,7.244499064,,
169,5,9,781437029,3995241,1982,0.586823,975.4006348,19.82,426.423561,7.571602802,,
170,5,10,781451068,3994803,1982,0.600862,975.2937012,19.82,427.3724617,8.520503516,,
171,5,11,781465121,3994861,1982,0.614915,975.3078613,19.82,427.2468011,8.394842884,,
172,5,12,781479174,3994449,1982,0.628968,975.2072754,19.82,428.139472,9.287513762,,
173,5,13,781493227,3994759,1982,0.643021,975.282959,19.82,427.467792,8.615833721,,
174,5,14,781507280,3994573,1982,0.657074,975.2375488,19.82,427.8707925,9.0188343,,
175,5,15,781521332,3994260,1982,0.671126,975.1611328,19.82,428.5490106,9.697052361,,
176,5,16,781535385,3993727,1982,0.685179,975.0310059,19.82,429.704077,10.8521188,,
177,5,17,781549438,3993816,1982,0.699232,975.0527344,19.82,429.511192,10.65923378,,
178,5,18,781563491,3993768,1982,0.713285,975.0410156,19.82,429.6152193,10.76326102,,
179,5,19,781577544,3993273,1983,0.727338,974.920166,19.83,430.7027877,11.85082949,,
180,5,20,781591598,3993393,1982,0.741392,974.9494629,19.82,430.4279833,11.57602505,,
181,5,21,781605651,3992986,1982,0.755445,974.8500977,19.82,431.310206,12.45824776,,
182,5,22,781619703,3992842,1982,0.769497,974.8149414,19.82,431.6223694,12.77041115,,
183,5,23,781633757,3992732,1982,0.783551,974.7880859,19.82,431.8608366,13.00887833,,
184,5,24,781647809,3992362,1982,0.797603,974.6977539,19.82,432.6630108,13.81105259,,
185,5,25,781661861,3992237,1982,0.811655,974.6672363,19.82,432.9340356,14.0820774,,
186,5,26,781675916,3991942,1982,0.82571,974.5952148,19.82,433.5736942,14.72173601,,
187,5,27,781689969,3991795,1982,0.839763,974.5593262,19.82,433.8924604,15.04050215,,
188,5,28,781704021,3991395,1982,0.853815,974.4616699,19.82,434.759922,15.90796374,,
189,5,29,781718075,3991209,1982,0.867869,974.4162598,19.82,435.1633269,16.31136863,,
190,5,30,781732128,3990770,1982,0.881922,974.309082,19.82,436.1155379,17.26357965,,
192,6,0,781737587,3990351,1982,0.887381,974.2067871,19.82,437.0244843,18.17252605,,
191,5,31,781746181,3990689,1982,0.895975,974.2893066,19.82,436.2912442,17.43928597,,
193,6,1,781751627,3989732,1982,0.901421,974.0556641,19.82,438.3675032,19.51554497,,
194,6,2,781765667,3989771,1983,0.915461,974.0651855,19.83,438.2978392,19.44588094,,
195,6,3,781779705,3989025,1982,0.929499,973.8830566,19.82,439.9017555,21.04979731,,
196,6,4,781793744,3988949,1982,0.943538,973.864502,19.82,440.0667015,21.21474327,,
197,6,5,781807784,3988513,1982,0.957578,973.7580566,19.82,441.0130428,22.16108453,,
198,6,6,781821823,3988043,1982,0.971617,973.6433105,19.82,442.0333192,23.18136095,,
199,6,7,781835861,3988269,1982,0.985655,973.6984863,19.82,441.5427003,22.69074208,,
200,6,8,781849902,3987764,1982,0.999696,973.5751953,19.82,442.6390403,23.78708209,,
201,6,9,781863940,3987571,1982,1.013734,973.5280762,19.82,443.0580812,24.20612301,,
202,6,10,781877978,3986686,1983,1.027772,973.3120117,19.83,444.9950879,26.14312964,,
203,6,11,781892032,3987118,1982,1.041826,973.4174805,19.82,444.0417281,25.18976984,,
204,6,12,781906085,3986279,1982,1.055879,973.2126465,19.82,445.8638889,27.01193067,,
205,6,13,781920137,3986137,1982,1.069931,973.1779785,19.82,446.1723332,27.32037493,,
206,6,14,781934190,3986047,1982,1.083984,973.1560059,19.82,446.3678328,27.51587454,,
207,6,15,781948244,3985654,1983,1.098038,973.0600586,19.83,447.2368411,28.38488284,,
208,6,16,781962297,3985630,1982,1.112091,973.0541992,19.82,447.2737162,28.42175798,,
209,6,17,781976351,3984836,1982,1.126145,972.8603516,19.82,448.9988997,30.14694149,,
210,6,18,781990404,3984469,1982,1.140198,972.770752,19.82,449.7964465,30.94448826,,
211,6,19,782004457,3984046,1982,1.154251,972.6674805,19.82,450.7157982,31.86384,,
212,6,20,782018510,3983290,1982,1.168304,972.4829102,19.82,452.3591844,33.50722615,,
213,6,21,782032562,3983226,1982,1.182356,972.4672852,19.82,452.4983241,33.64636583,,
214,6,22,782046614,3982545,1982,1.196408,972.3010254,19.82,453.979022,35.1270638,,
215,6,23,782060669,3982523,1982,1.210463,972.2956543,19.82,454.0268616,35.17490341,,
216,6,24,782074721,3981854,1982,1.224515,972.1323242,19.82,455.4817711,36.62981282,,
217,6,25,782088773,3981846,1983,1.238567,972.1303711,19.83,455.5147185,36.66276024,,
218,6,26,782102828,3981590,1983,1.252622,972.0678711,19.83,456.0715524,37.21959418,,
219,6,27,782116880,3981555,1982,1.266674,972.0593262,19.82,456.1321161,37.28015789,,
220,6,28,782130932,3981244,1982,1.280726,971.9833984,19.82,456.8086237,37.95666544,,
221,6,29,782144986,3980921,1982,1.29478,971.904541,19.82,457.511301,38.65934277,,
222,6,30,782159038,3980599,1982,1.308832,971.8259277,19.82,458.2118704,39.35991217,,
224,7,0,782164496,3979526,1982,1.31429,971.5639648,19.82,460.5468635,41.69490525,,
223,6,31,782173091,3980565,1982,1.322885,971.817627,19.82,458.2858475,39.43388927,,
225,7,1,782178535,3980317,1982,1.328329,971.7570801,19.82,458.825468,39.97350972,,
226,7,2,782192575,3979242,1982,1.342369,971.4946289,19.82,461.1650113,42.31305307,,
227,7,3,782206613,3979573,1982,1.356407,971.5754395,19.82,460.4445694,41.5926112,,
228,7,4,782220651,3979392,1982,1.370445,971.53125,19.82,460.8385182,41.98656,,
229,7,5,782234691,3978846,1982,1.384485,971.3979492,19.82,462.0270234,43.17506515,,
230,7,6,782248729,3978958,1982,1.398523,971.425293,19.82,461.7832116,42.93125339,,
231,7,7,782262768,3978235,1982,1.412562,971.2487793,19.82,463.3572474,44.50528918,,
232,7,8,782276808,3978079,1982,1.426602,971.2106934,19.82,463.696918,44.84495982,,
233,7,9,782290846,3977566,1982,1.44064,971.0854492,19.82,464.8140237,45.96206544,,
234,7,10,782304885,3977518,1982,1.454679,971.0737305,19.82,464.9185569,46.06659872,,
235,7,11,782318938,3976702,1982,1.468732,970.8745117,19.82,466.6958524,47.84389417,,
236,7,12,782332991,3976554,1982,1.482785,970.8383789,19.82,467.0182515,48.16629327,,
237,7,13,782347045,3976123,1982,1.496839,970.7331543,19.82,467.9572114,49.10525312,,
238,7,14,782361098,3975727,1982,1.510892,970.6364746,19.82,468.8200284,49.96807012,,
239,7,15,782375152,3975294,1983,1.524946,970.5307617,19.83,469.7796137,50.92765546,,
240,7,16,782389204,3975212,1982,1.538998,970.5107422,19.82,469.9422792,51.09032101,,
241,7,17,782403257,3974018,1982,1.553051,970.2192383,19.82,472.5448238,53.69286559,,
242,7,18,782417310,3974203,1982,1.567104,970.2644043,19.82,472.1415211,53.28956283,,
243,7,19,782431363,3973390,1982,1.581157,970.065918,19.82,473.9140399,55.06208164,,
244,7,20,782445416,3972908,1982,1.59521,969.9482422,19.82,474.9651097,56.11315149,,
245,7,21,782459468,3972552,1982,1.609262,969.8613281,19.82,475.741516,56.88955779,,
246,7,22,782473522,3972124,1982,1.623316,969.7568359,19.82,476.675058,57.82309972,,
247,7,23,782487575,3971508,1982,1.637369,969.6064453,19.82,478.0188705,59.1669123,,
248,7,24,782501627,3970970,1982,1.651421,969.4750977,19.82,479.192728,60.34076976,,
249,7,25,782515680,3970571,1982,1.665474,969.3776855,19.82,480.0634248,61.21146661,,
250,7,26,782529734,3969670,1982,1.679528,969.1577148,19.82,482.029968,63.1780098,,
251,7,27,782543786,3969143,1982,1.69358,969.0290527,19.82,483.1804565,64.3284983,,
252,7,28,782557838,3969282,1982,1.707632,969.0629883,19.82,482.8769894,64.02503112,,
253,7,29,782571893,3968845,1982,1.721687,968.9562988,19.82,483.8310979,64.97913964,,
254,7,30,782585946,3968521,1982,1.73574,968.8771973,19.82,484.5385726,65.68661432,,
256,8,0,782591404,3968298,1982,1.741198,968.8227539,19.82,485.0255472,66.173589,,
255,7,31,782599998,3968084,1982,1.749792,968.7705078,19.82,485.4928988,66.64094062,,
257,8,1,782605443,3967676,1982,1.755237,968.6708984,19.82,486.3840075,67.53204925,,
258,8,2,782619482,3967472,1982,1.769276,968.6210938,19.82,486.8296027,67.97764447,,
259,8,3,782633521,3967202,1982,1.783315,968.5551758,19.82,487.419403,68.56744478,,
260,8,4,782647560,3966818,1982,1.797354,968.4614258,19.82,488.2583124,69.40635419,,
261,8,5,782661599,3966024,1982,1.811393,968.2675781,19.82,489.993239,71.14128076,,
262,8,6,782675638,3966409,1982,1.825432,968.3615723,19.82,489.1519446,70.29998641,,
263,8,7,782689676,3965667,1982,1.83947,968.1804199,19.82,490.7734352,71.92147693,,
264,8,8,782703716,3965542,1982,1.85351,968.1499023,19.82,491.0466329,72.19467462,,
265,8,9,782717754,3964909,1982,1.867548,967.9953613,19.82,492.4302634,73.57830512,,
266,8,10,782731793,3964083,1982,1.881587,967.7937012,19.82,494.2361545,75.38419628,,
267,8,11,782745847,3963872,1982,1.895641,967.7421875,19.82,494.6975375,75.84557927,,
268,8,12,782759899,3963106,1982,1.909693,967.5551758,19.82,496.3727566,77.52079834,,
269,8,13,782773952,3962565,1982,1.923746,967.4230957,19.82,497.5561396,78.70418136,,
270,8,14,782788005,3962262,1982,1.937799,967.3491211,19.82,498.2190056,79.36704737,,
271,8,15,782802058,3961333,1982,1.951852,967.1223145,19.82,500.2517333,81.39977504,,
272,8,16,782816110,3960781,1982,1.965904,966.9875488,19.82,501.459823,82.60786475,,
273,8,17,782830163,3960386,1982,1.979957,966.8911133,19.82,502.3244305,83.47247225,,
274,8,18,782844217,3960192,1982,1.994011,966.84375,19.82,502.7491107,83.8971525,,
275,8,19,782858269,3959051,1982,2.008063,966.5651855,19.82,505.2473448,86.39538652,,
276,8,20,782872323,3959890,1982,2.022117,966.7700195,19.82,503.4102602,84.55830197,,
277,8,21,782886376,3958845,1983,2.03617,966.5148926,19.83,505.7157368,86.86377857,,
278,8,22,782900429,3958226,1983,2.050223,966.3637695,19.83,507.071534,88.21957578,,
279,8,23,782914482,3958153,1982,2.064276,966.3459473,19.82,507.2141299,88.36217165,,
280,8,24,782928534,3957717,1982,2.078328,966.239502,19.82,508.1692416,89.31728336,,
281,8,25,782942588,3956384,1982,2.092382,965.9140625,19.82,511.0901192,92.238161,,
282,8,26,782956642,3956913,1982,2.106436,966.0432129,19.82,509.9308311,91.07887285,,
283,8,27,782970694,3956158,1982,2.120488,965.8588867,19.82,511.5854479,92.73348969,,
284,8,28,782984747,3955180,1982,2.134541,965.6201172,19.82,513.7293382,94.87738001,,
285,8,29,782998800,3955535,1982,2.148594,965.7067871,19.82,512.9510638,94.09910557,,
286,8,30,783012853,3954112,1982,2.162647,965.359375,19.82,516.0712399,97.21928169,,
288,9,0,783018313,3953363,1983,2.168107,965.1765137,19.83,517.7317614,98.8798032,,
287,8,31,783026905,3954539,1982,2.176699,965.463623,19.82,515.1348275,96.28286926,,
289,9,1,783032352,3952547,1983,2.182146,964.9772949,19.83,519.5220517,100.6700935,,
290,9,2,783046392,3952411,1983,2.196186,964.9440918,19.83,519.8204762,100.968518,,
291,9,3,783060430,3951800,1983,2.210224,964.7949219,19.83,521.161343,102.3093847,,
292,9,4,783074470,3950785,1982,2.224264,964.5471191,19.82,523.3714868,104.5195286,,
293,9,5,783088509,3950865,1982,2.238303,964.5666504,19.82,523.1958615,104.3439033,,
294,9,6,783102548,3949337,1982,2.252342,964.1936035,19.82,526.5510365,107.6990783,,
295,9,7,783116586,3950058,1982,2.26638,964.3696289,19.82,524.9676758,106.1157175,,
296,9,8,783130627,3948799,1982,2.280421,964.0622559,19.82,527.7327421,108.8807839,,
297,9,9,783144665,3948712,1983,2.294459,964.0410156,19.83,527.9418735,109.0899153,,
298,9,10,783158703,3948116,1983,2.308497,963.8955078,19.83,529.2512776,110.3993194,,
